,% Observed
12524,62.9
12525,62.8
12526,62.8
12527,60.6
12528,60.6
12529,60.5
12530,60.5
12531,60.4
12532,60.4
12533,60.5
12534,60.6
12535,60.7
12536,60.0
12537,60.0
12538,60.2
12539,60.1
12540,60.1
12541,58.9
12542,60.7
12543,60.7
12544,60.6
12545,60.6
12546,59.5
12547,60.5
12548,60.5
12549,60.5
12550,60.4
12551,61.2
12552,61.1
12553,61.1
12554,61.1
12555,61.0
12556,61.0
12557,61.0
12558,61.2
12559,60.8
12560,60.8
12561,60.8
12562,60.8
12563,60.8
12564,60.8
12565,61.1
12566,61.2
12567,61.3
12568,61.3
12569,61.2
12570,61.2
12571,61.2
12572,61.1
12573,61.0
12574,61.0
12575,60.3
12576,61.4
12577,61.3
12578,61.3
12579,61.2
12580,61.3
12581,61.3
12582,61.4
12583,61.6
12584,61.6
12585,61.6
12586,60.1
12587,53.2
12588,55.8
12589,61.6
12590,61.6
12591,59.3
12592,59.3
12593,59.3
12594,59.2
12595,59.2
12596,59.2
12597,59.2
12598,59.1
12599,57.9
12600,59.4
12601,59.4
12602,59.3
12603,59.2
12604,59.2
12605,59.2
12606,59.3
12607,59.5
12608,59.5
12609,59.4
12610,59.4
12611,59.4
12612,59.4
12613,59.4
12614,58.7
12615,59.4
12616,59.4
12617,59.4
12618,59.2
12619,59.2
12620,59.3
12621,59.3
12622,59.3
12623,64.3
12624,64.2
12625,64.2
12626,64.3
12627,64.2
12628,64.1
12629,64.2
12630,64.3
12631,64.4
12632,62.5
12633,64.0
12634,64.3
12635,64.4
12636,64.5
12637,64.6
12638,64.5
12639,64.5
12640,64.5
12641,64.5
12642,64.3
12643,64.3
12644,64.3
12645,64.3
12646,64.3
12647,65.0
12648,65.0
12649,65.0
12650,65.0
12651,64.9
12652,64.8
12653,64.8
12654,65.0
12655,65.1
12656,65.2
12657,65.2
12658,65.2
12659,65.2
12660,65.2
12661,65.2
12662,65.2
12663,65.1
12664,65.2
12665,65.2
12666,65.1
12667,65.0
12668,64.9
12669,64.9
12670,64.9
12671,64.9
12672,64.9
12673,64.9
12674,64.8
12675,64.6
12676,64.6
12677,64.7
12678,64.9
12679,64.6
12680,65.1
12681,65.2
12682,65.1
12683,65.1
12684,65.2
12685,65.1
12686,65.1
12687,65.1
12688,65.0
12689,65.1
12690,65.0
12691,65.0
12692,64.9
12693,64.9
12694,64.8
12695,65.0
12696,65.0
12697,65.0
12698,64.9
12699,64.8
12700,64.8
12701,64.8
12702,65.0
12703,65.1
12704,65.1
12705,65.2
12706,65.0
12707,65.1
12708,65.1
12709,65.2
12710,65.2
12711,65.2
12712,65.0
12713,65.0
12714,65.1
12715,65.1
12716,65.1
12717,65.1
12718,65.0
12719,65.4
12720,65.4
12721,65.4
12722,65.2
12723,65.1
12724,65.2
12725,65.3
12726,65.5
12727,65.6
12728,65.6
12729,65.4
12730,65.4
12731,65.1
12732,61.5
12733,65.0
12734,65.4
12735,65.4
12736,65.4
12737,64.9
12738,64.3
12739,63.4
12740,63.0
12741,62.9
12742,62.8
12743,62.9
12744,62.8
12745,62.7
12746,62.6
12747,62.6
12748,62.6
12749,62.6
12750,62.8
12751,63.0
12752,63.4
12753,65.3
12754,65.4
12755,61.9
12756,65.1
12757,65.0
12758,64.2
12759,65.3
12760,65.2
12761,65.2
12762,64.6
12763,64.6
12764,64.6
12765,64.7
12766,65.0
12767,65.3
12768,59.9
12769,54.5
12770,54.4
12771,54.3
12772,54.3
12773,54.3
12774,54.4
12775,53.8
12776,58.9
12777,63.5
12778,65.5
12779,65.4
12780,65.4
12781,65.4
12782,65.3
12783,65.3
12784,65.3
12785,65.3
12786,65.2
12787,65.1
12788,65.1
12789,65.0
12790,64.6
12791,64.8
12792,64.7
12793,64.9
12794,65.2
12795,65.1
12796,65.1
12797,65.1
12798,65.3
12799,65.4
12800,65.5
12801,65.4
12802,65.4
12803,65.3
12804,65.2
12805,64.9
12806,64.8
12807,64.6
12808,64.6
12809,64.8
12810,64.7
12811,64.7
12812,64.7
12813,64.8
12814,64.7
12815,64.3
12816,57.1
12817,63.0
12818,64.2
12819,64.1
12820,64.2
12821,64.1
12822,64.3
12823,64.4
12824,64.4
12825,64.5
12826,64.5
12827,64.4
12828,64.2
12829,64.2
12830,64.3
12831,64.0
12832,64.0
12833,64.1
12834,64.0
12835,64.1
12836,64.1
12837,64.0
12838,64.0
12839,59.4
12840,63.3
12841,63.3
12842,63.2
12843,63.1
12844,63.1
12845,62.9
12846,63.0
12847,63.1
12848,63.2
12849,63.3
12850,63.3
12851,63.3
12852,63.2
12853,61.2
12854,63.2
12855,63.2
12856,63.2
12857,63.1
12858,63.1
12859,63.1
12860,63.1
12861,63.1
12862,63.0
12863,63.0
12864,63.0
12865,63.0
12866,62.8
12867,62.3
12868,62.8
12869,62.8
12870,62.8
12871,63.0
12872,63.0
12873,62.8
12874,62.9
12875,63.1
12876,63.1
12877,63.1
12878,63.1
12879,63.1
12880,63.1
12881,63.0
12882,63.0
12883,62.9
12884,62.9
12885,62.8
12886,62.7
12887,63.2
12888,63.2
12889,62.4
12890,63.0
12891,62.9
12892,62.9
12893,62.3
12894,62.1
12895,62.9
12896,62.8
12897,62.2
12898,63.0
12899,61.9
12900,62.7
12901,61.5
12902,63.1
12903,63.1
12904,63.2
12905,63.1
12906,63.0
12907,62.4
12908,63.0
12909,61.7
12910,62.1
12911,63.1
12912,63.1
12913,63.0
12914,62.3
12915,63.0
12916,63.0
12917,63.0
12918,59.8
12919,57.9
12920,63.4
12921,63.4
12922,63.4
12923,62.1
12924,62.1
12925,62.0
12926,62.0
12927,61.9
12928,62.6
12929,63.2
12930,63.1
12931,63.1
12932,63.1
12933,63.0
12934,62.9
12935,63.3
12936,63.3
12937,63.3
12938,63.2
12939,63.0
12940,62.9
12941,62.9
12942,63.1
12943,63.2
12944,62.1
12945,63.5
12946,63.5
12947,63.5
12948,63.5
12949,63.5
12950,63.5
12951,63.5
12952,55.3
12953,62.7
12954,63.3
12955,63.2
12956,63.3
12957,63.2
12958,63.2
12959,64.0
12960,61.9
12961,63.9
12962,63.8
12963,63.7
12964,63.6
12965,63.6
12966,63.7
12967,63.8
12968,63.9
12969,64.1
12970,64.2
12971,64.3
12972,64.2
12973,64.2
12974,64.3
12975,64.3
12976,63.7
12977,64.0
12978,64.2
12979,64.1
12980,64.1
12981,64.0
12982,64.0
12983,63.9
12984,63.8
12985,63.7
12986,63.7
12987,63.3
12988,63.6
12989,63.6
12990,63.7
12991,63.9
12992,64.0
12993,64.1
12994,64.1
12995,63.4
12996,63.4
12997,64.1
12998,64.1
12999,62.7
13000,62.8
13001,56.9
13002,61.1
13003,59.0
13004,63.8
13005,63.7
13006,63.3
13007,63.4
13008,63.5
13009,63.4
13010,63.4
13011,63.2
13012,63.3
13013,63.3
13014,63.5
13015,63.6
13016,63.8
13017,63.7
13018,63.6
13019,63.6
13020,63.6
13021,63.6
13022,63.7
13023,63.7
13024,63.8
13025,63.6
13026,63.5
13027,63.5
13028,63.6
13029,63.5
13030,63.4
13031,64.0
13032,64.0
13033,64.0
13034,63.9
13035,63.8
13036,63.8
13037,63.8
13038,63.8
13039,64.0
13040,64.2
13041,64.1
13042,63.8
13043,63.7
13044,63.9
13045,63.2
13046,64.3
13047,64.3
13048,63.7
13049,64.3
13050,62.8
13051,64.2
13052,64.1
13053,64.0
13054,64.0
13055,64.4
13056,64.4
13057,64.4
13058,64.1
13059,62.6
13060,63.9
13061,64.1
13062,63.9
13063,62.0
13064,62.7
13065,64.5
13066,64.5
13067,64.5
13068,58.3
13069,57.6
13070,58.2
13071,57.9
13072,57.7
13073,57.7
13074,57.6
13075,58.0
13076,57.6
13077,57.5
13078,57.5
13079,57.5
13080,58.0
13081,58.0
13082,57.9
13083,57.8
13084,57.8
13085,57.8
13086,57.8
13087,57.9
13088,58.0
13089,58.0
13090,58.0
13091,58.0
13092,56.8
13093,57.2
13094,57.9
13095,57.9
13096,56.9
13097,57.0
13098,57.5
13099,57.9
13100,57.2
13101,57.9
13102,57.8
13103,58.0
13104,58.0
13105,58.0
13106,58.0
13107,57.6
13108,58.1
13109,58.1
13110,58.2
13111,58.3
13112,58.3
13113,58.3
13114,58.3
13115,58.3
13116,58.3
13117,58.3
13118,58.3
13119,57.9
13120,58.2
13121,58.3
13122,58.1
13123,56.8
13124,58.2
13125,58.1
13126,58.1
13127,64.6
13128,56.5
13129,56.3
13130,56.3
13131,56.1
13132,56.1
13133,56.1
13134,56.3
13135,56.5
13136,56.5
13137,56.6
13138,56.6
13139,56.6
13140,56.5
13141,56.5
13142,56.5
13143,56.5
13144,56.5
13145,56.4
13146,56.3
13147,56.3
13148,56.3
13149,56.2
13150,56.2
13151,56.2
13152,56.2
13153,56.2
13154,56.2
13155,56.1
13156,56.0
13157,56.0
13158,56.2
13159,56.5
13160,56.5
13161,56.5
13162,56.5
13163,56.5
13164,56.2
13165,56.3
13166,56.3
13167,56.5
13168,56.5
13169,56.4
13170,56.3
13171,56.3
13172,56.3
13173,56.3
13174,56.2
13175,56.1
13176,56.1
13177,56.0
13178,56.0
13179,55.9
13180,55.9
13181,55.9
13182,56.0
13183,56.2
13184,53.6
13185,49.9
13186,49.8
13187,49.8
13188,55.0
13189,55.0
13190,55.0
13191,55.0
13192,55.0
13193,55.1
13194,55.0
13195,44.5
13196,49.1
13197,54.7
13198,54.6
13199,54.9
13200,54.7
13201,54.7
13202,54.7
13203,54.5
13204,54.5
13205,54.4
13206,54.6
13207,55.0
13208,55.0
13209,55.0
13210,48.0
13211,53.8
13212,55.1
13213,53.4
13214,55.2
13215,55.2
13216,55.2
13217,55.2
13218,55.0
13219,55.0
13220,55.0
13221,54.9
13222,54.9
13223,55.1
13224,55.1
13225,55.1
13226,55.0
13227,54.9
13228,54.9
13229,54.9
13230,55.0
13231,55.2
13232,55.3
13233,55.2
13234,53.7
13235,55.2
13236,55.2
13237,55.2
13238,55.3
13239,55.0
13240,54.8
13241,54.8
13242,54.6
13243,54.9
13244,55.1
13245,55.1
13246,55.0
13247,63.7
13248,63.7
13249,63.7
13250,63.7
13251,63.5
13252,63.6
13253,63.5
13254,63.7
13255,63.9
13256,63.9
13257,63.2
13258,63.8
13259,53.7
13260,58.3
13261,54.6
13262,55.9
13263,60.8
13264,63.7
13265,63.6
13266,63.5
13267,63.5
13268,63.5
13269,63.5
13270,63.5
13271,64.3
13272,64.3
13273,64.3
13274,64.3
13275,62.4
13276,61.6
13277,61.6
13278,61.6
13279,63.5
13280,64.5
13281,64.4
13282,64.4
13283,63.2
13284,57.4
13285,64.2
13286,64.3
13287,64.3
13288,64.3
13289,64.2
13290,64.1
13291,62.6
13292,61.6
13293,61.6
13294,61.6
13295,62.3
13296,62.3
13297,61.5
13298,62.3
13299,63.8
13300,63.3
13301,64.6
13302,64.7
13303,64.8
13304,64.9
13305,64.3
13306,62.3
13307,63.6
13308,65.0
13309,65.0
13310,64.9
13311,64.9
13312,64.9
13313,64.9
13314,64.1
13315,63.4
13316,64.9
13317,64.9
13318,62.8
13319,62.8
13320,64.8
13321,64.8
13322,64.8
13323,64.7
13324,64.6
13325,62.5
13326,64.8
13327,64.8
13328,64.7
13329,64.9
13330,64.9
13331,64.9
13332,64.9
13333,64.8
13334,64.8
13335,64.9
13336,64.8
13337,64.6
13338,64.4
13339,64.4
13340,64.4
13341,64.3
13342,63.6
13343,63.9
13344,64.0
13345,58.4
13346,62.5
13347,63.8
13348,63.7
13349,63.6
13350,63.8
13351,64.1
13352,64.2
13353,64.2
13354,63.5
13355,64.1
13356,64.0
13357,64.0
13358,64.0
13359,63.9
13360,64.0
13361,63.9
13362,63.8
13363,61.8
13364,63.9
13365,63.8
13366,63.6
13367,64.0
13368,64.3
13369,64.2
13370,64.2
13371,64.0
13372,64.0
13373,63.2
13374,63.9
13375,64.3
13376,62.8
13377,60.5
13378,57.0
13379,57.8
13380,57.8
13381,57.2
13382,57.2
13383,57.2
13384,57.2
13385,57.2
13386,57.1
13387,57.2
13388,57.2
13389,57.1
13390,57.1
13391,56.9
13392,56.8
13393,56.8
13394,56.8
13395,56.7
13396,56.7
13397,56.7
13398,57.1
13399,57.0
13400,57.0
13401,57.0
13402,55.6
13403,56.9
13404,56.8
13405,56.7
13406,56.2
13407,56.8
13408,56.9
13409,56.8
13410,56.7
13411,56.8
13412,56.8
13413,56.8
13414,56.7
13415,57.4
13416,57.4
13417,57.4
13418,57.3
13419,57.3
13420,57.2
13421,57.1
13422,57.1
13423,57.4
13424,57.4
13425,57.4
13426,57.3
13427,57.3
13428,57.4
13429,57.3
13430,57.3
13431,57.3
13432,57.3
13433,57.3
13434,57.3
13435,57.3
13436,57.4
13437,57.4
13438,57.3
13439,57.6
13440,57.6
13441,57.5
13442,57.4
13443,57.4
13444,57.4
13445,57.4
13446,57.4
13447,57.7
13448,57.6
13449,57.4
13450,57.5
13451,57.5
13452,57.5
13453,57.4
13454,57.5
13455,56.8
13456,57.5
13457,57.5
13458,57.4
13459,57.5
13460,57.4
13461,57.3
13462,57.3
13463,64.0
13464,63.8
13465,63.8
13466,63.8
13467,63.7
13468,63.6
13469,63.6
13470,63.8
13471,63.9
13472,64.0
13473,64.1
13474,64.1
13475,64.1
13476,64.2
13477,64.2
13478,64.1
13479,63.3
13480,64.2
13481,64.0
13482,64.0
13483,36.4
13484,62.8
13485,63.9
13486,64.0
13487,64.0
13488,64.0
13489,64.0
13490,64.0
13491,64.0
13492,63.8
13493,63.8
13494,64.0
13495,64.1
13496,64.1
13497,64.1
13498,64.1
13499,64.1
13500,64.1
13501,64.0
13502,64.0
13503,64.0
13504,64.0
13505,64.0
13506,64.1
13507,64.1
13508,64.0
13509,64.1
13510,63.9
13511,63.8
13512,63.8
13513,63.8
13514,63.7
13515,63.6
13516,63.6
13517,63.5
13518,63.7
13519,63.9
13520,64.0
13521,64.0
13522,63.9
13523,63.9
13524,63.8
13525,63.9
13526,63.9
13527,63.9
13528,63.9
13529,63.8
13530,63.8
13531,63.7
13532,63.7
13533,63.6
13534,63.6
13535,64.1
13536,64.2
13537,64.1
13538,64.1
13539,64.0
13540,63.9
13541,63.9
13542,64.1
13543,64.3
13544,64.2
13545,64.1
13546,64.1
13547,64.0
13548,64.0
13549,63.9
13550,63.9
13551,63.9
13552,63.8
13553,63.8
13554,63.8
13555,63.8
13556,63.8
13557,63.7
13558,63.7
13559,63.6
13560,63.6
13561,63.4
13562,60.6
13563,63.2
13564,63.1
13565,63.1
13566,63.2
13567,63.3
13568,56.2
13569,62.2
13570,63.5
13571,63.5
13572,63.4
13573,63.4
13574,63.4
13575,63.0
13576,63.4
13577,63.3
13578,63.3
13579,63.3
13580,63.4
13581,62.6
13582,63.3
13583,63.7
13584,63.6
13585,63.6
13586,63.5
13587,63.5
13588,63.4
13589,63.4
13590,63.4
13591,63.6
13592,63.7
13593,63.7
13594,63.6
13595,63.6
13596,63.7
13597,61.7
13598,63.6
13599,63.6
13600,63.5
13601,63.5
13602,63.4
13603,63.5
13604,62.9
13605,61.5
13606,61.6
13607,60.6
13608,61.1
13609,61.6
13610,60.4
13611,59.7
13612,59.1
13613,60.3
13614,58.6
13615,58.8
13616,62.3
13617,62.5
13618,62.2
13619,62.1
13620,62.1
13621,62.3
13622,62.4
13623,62.5
13624,61.9
13625,62.5
13626,62.4
13627,62.4
13628,62.4
13629,62.3
13630,60.3
13631,62.5
13632,62.4
13633,62.4
13634,60.3
13635,62.3
13636,62.2
13637,62.2
13638,62.2
13639,62.4
13640,62.6
13641,62.7
13642,62.7
13643,62.7
13644,62.7
13645,62.6
13646,62.6
13647,62.6
13648,62.3
13649,60.4
13650,60.4
13651,60.4
13652,60.4
13653,60.4
13654,60.4
13655,60.9
13656,60.8
13657,60.8
13658,60.8
13659,60.7
13660,60.6
13661,60.6
13662,60.7
13663,60.8
13664,60.9
13665,60.9
13666,62.1
13667,62.6
13668,62.6
13669,62.5
13670,62.5
13671,62.5
13672,62.5
13673,62.5
13674,62.5
13675,62.5
13676,62.6
13677,62.6
13678,62.5
13679,61.9
13680,61.9
13681,61.9
13682,61.7
13683,61.6
13684,61.6
13685,61.6
13686,61.1
13687,62.0
13688,61.2
13689,62.1
13690,62.1
13691,61.3
13692,62.0
13693,59.8
13694,61.2
13695,61.2
13696,61.2
13697,61.8
13698,59.4
13699,60.1
13700,59.6
13701,59.7
13702,60.9
13703,60.1
13704,61.4
13705,61.4
13706,59.2
13707,61.2
13708,59.1
13709,61.2
13710,59.3
13711,62.3
13712,58.9
13713,59.7
13714,59.6
13715,60.2
13716,60.9
13717,58.9
13718,60.2
13719,58.1
13720,60.9
13721,59.4
13722,59.4
13723,61.5
13724,57.4
13725,61.5
13726,58.0
13727,50.0
13728,53.5
13729,55.9
13730,55.8
13731,55.7
13732,55.6
13733,55.6
13734,55.8
13735,56.0
13736,56.1
13737,55.9
13738,55.9
13739,55.8
13740,55.8
13741,55.8
13742,55.8
13743,55.8
13744,55.8
13745,55.8
13746,55.6
13747,55.6
13748,55.7
13749,55.7
13750,55.6
13751,63.9
13752,64.0
13753,64.0
13754,63.8
13755,63.7
13756,63.6
13757,63.6
13758,63.7
13759,64.0
13760,64.1
13761,64.1
13762,64.1
13763,64.1
13764,64.1
13765,64.1
13766,64.1
13767,64.1
13768,64.1
13769,63.9
13770,63.9
13771,63.9
13772,63.9
13773,63.9
13774,63.8
13775,64.0
13776,64.0
13777,64.0
13778,63.9
13779,63.8
13780,63.7
13781,63.7
13782,63.8
13783,64.1
13784,64.1
13785,64.1
13786,63.1
13787,64.0
13788,64.0
13789,62.0
13790,62.0
13791,60.0
13792,62.3
13793,64.1
13794,63.9
13795,64.0
13796,63.9
13797,63.9
13798,63.9
13799,64.3
13800,64.3
13801,64.2
13802,64.1
13803,64.0
13804,63.9
13805,64.0
13806,64.1
13807,64.3
13808,64.3
13809,64.4
13810,64.4
13811,64.3
13812,64.3
13813,64.3
13814,63.7
13815,64.3
13816,64.2
13817,64.2
13818,64.1
13819,64.1
13820,64.2
13821,64.2
13822,64.1
13823,64.1
13824,64.0
13825,64.0
13826,64.0
13827,64.0
13828,63.8
13829,63.7
13830,63.8
13831,64.0
13832,64.1
13833,64.2
13834,64.2
13835,64.2
13836,64.2
13837,64.2
13838,64.1
13839,64.2
13840,64.2
13841,64.1
13842,64.0
13843,64.1
13844,64.1
13845,61.3
13846,64.0
13847,63.8
13848,63.9
13849,63.8
13850,63.7
13851,63.4
13852,63.4
13853,63.3
13854,63.4
13855,63.7
13856,63.7
13857,63.8
13858,63.7
13859,63.8
13860,63.8
13861,63.8
13862,63.8
13863,63.8
13864,63.8
13865,63.7
13866,63.7
13867,63.1
13868,63.8
13869,63.8
13870,63.7
13871,63.9
13872,63.9
13873,63.8
13874,63.7
13875,62.3
13876,63.5
13877,63.5
13878,63.5
13879,63.7
13880,63.7
13881,63.7
13882,63.8
13883,62.6
13884,63.8
13885,63.8
13886,63.8
13887,63.8
13888,63.8
13889,63.8
13890,63.7
13891,63.8
13892,63.7
13893,63.7
13894,63.6
13895,64.1
13896,64.1
13897,64.1
13898,64.0
13899,63.9
13900,63.8
13901,63.8
13902,63.9
13903,64.1
13904,64.2
13905,64.3
13906,64.3
13907,64.3
13908,64.3
13909,64.3
13910,64.3
13911,64.3
13912,64.3
13913,64.3
13914,64.2
13915,64.2
13916,64.2
13917,64.2
13918,64.1
13919,64.6
13920,62.6
13921,64.5
13922,64.3
13923,64.3
13924,64.3
13925,64.3
13926,64.2
13927,64.3
13928,64.5
13929,64.6
13930,64.6
13931,64.6
13932,64.6
13933,64.5
13934,64.6
13935,64.7
13936,64.7
13937,64.6
13938,64.6
13939,64.6
13940,64.6
13941,64.6
13942,64.5
13943,64.5
13944,62.7
13945,64.5
13946,64.4
13947,64.3
13948,64.2
13949,64.2
13950,64.2
13951,64.4
13952,64.4
13953,64.5
13954,64.6
13955,64.6
13956,61.8
13957,64.5
13958,64.5
13959,64.6
13960,64.5
13961,64.5
13962,64.5
13963,64.6
13964,64.4
13965,64.4
13966,64.4
13967,64.3
13968,61.9
13969,64.2
13970,64.1
13971,64.0
13972,64.0
13973,64.0
13974,64.0
13975,63.4
13976,62.8
13977,64.2
13978,63.7
13979,64.3
13980,64.4
13981,64.4
13982,64.4
13983,64.4
13984,64.4
13985,63.6
13986,64.2
13987,64.2
13988,64.2
13989,64.1
13990,64.1
13991,63.9
13992,61.9
13993,63.8
13994,63.8
13995,63.8
13996,63.6
13997,63.6
13998,63.7
13999,63.8
14000,63.9
14001,64.0
14002,64.0
14003,64.0
14004,64.0
14005,64.0
14006,63.9
14007,63.8
14008,63.8
14009,63.8
14010,63.7
14011,63.1
14012,63.7
14013,63.6
14014,63.5
14015,63.2
14016,61.4
14017,63.1
14018,62.9
14019,62.2
14020,62.8
14021,62.6
14022,62.4
14023,62.2
14024,60.6
14025,61.8
14026,61.8
14027,61.6
14028,60.7
14029,59.8
14030,60.7
14031,60.7
14032,60.5
14033,60.6
14034,60.6
14035,60.6
14036,60.6
14037,60.5
14038,60.5
14039,60.0
14040,58.1
14041,59.3
14042,59.8
14043,59.6
14044,59.0
14045,59.6
14046,59.7
14047,59.9
14048,57.7
14049,58.8
14050,60.0
14051,59.9
14052,60.0
14053,59.9
14054,59.9
14055,60.0
14056,60.0
14057,60.0
14058,60.0
14059,59.8
14060,59.9
14061,59.8
14062,59.7
14063,60.8
14064,59.0
14065,60.7
14066,60.5
14067,60.4
14068,60.4
14069,60.4
14070,60.4
14071,60.6
14072,60.4
14073,60.5
14074,60.5
14075,60.6
14076,60.5
14077,60.5
14078,60.4
14079,60.6
14080,60.5
14081,60.5
14082,60.5
14083,60.6
14084,60.4
14085,60.3
14086,56.8
14087,61.6
14088,60.5
14089,62.3
14090,62.2
14091,62.0
14092,62.1
14093,62.0
14094,56.5
14095,62.2
14096,62.2
14097,62.1
14098,62.2
14099,62.2
14100,62.2
14101,62.2
14102,62.3
14103,62.3
14104,62.4
14105,62.4
14106,62.3
14107,62.3
14108,62.2
14109,62.2
14110,62.0
14111,62.8
14112,60.9
14113,62.8
14114,62.6
14115,62.6
14116,62.4
14117,62.5
14118,62.6
14119,62.9
14120,62.8
14121,62.8
14122,62.9
14123,62.3
14124,63.0
14125,63.0
14126,62.3
14127,63.0
14128,63.0
14129,63.0
14130,62.9
14131,62.2
14132,62.9
14133,61.8
14134,62.8
14135,63.3
14136,61.4
14137,63.2
14138,63.2
14139,63.1
14140,63.0
14141,63.0
14142,63.1
14143,63.3
14144,63.3
14145,63.4
14146,63.4
14147,62.7
14148,63.4
14149,62.7
14150,63.3
14151,62.7
14152,63.3
14153,63.3
14154,63.3
14155,63.3
14156,63.2
14157,63.2
14158,63.1
14159,63.4
14160,63.4
14161,59.0
14162,63.3
14163,63.3
14164,63.1
14165,63.1
14166,63.4
14167,62.7
14168,63.5
14169,63.5
14170,63.4
14171,62.7
14172,63.5
14173,62.8
14174,63.5
14175,63.5
14176,63.5
14177,63.5
14178,63.5
14179,62.7
14180,62.7
14181,63.3
14182,59.8
14183,57.6
14184,62.2
14185,63.2
14186,63.2
14187,63.0
14188,62.3
14189,62.9
14190,63.1
14191,63.3
14192,63.4
14193,63.3
14194,63.3
14195,62.6
14196,61.9
14197,63.3
14198,63.3
14199,63.3
14200,63.3
14201,63.3
14202,63.2
14203,63.2
14204,63.3
14205,63.2
14206,63.1
14207,63.8
14208,63.8
14209,63.8
14210,63.7
14211,63.5
14212,63.5
14213,63.5
14214,63.7
14215,63.1
14216,62.8
14217,62.9
14218,62.9
14219,62.8
14220,62.8
14221,62.8
14222,62.7
14223,62.8
14224,62.7
14225,62.7
14226,62.8
14227,62.8
14228,62.7
14229,59.9
14230,62.7
14231,63.3
14232,63.3
14233,63.2
14234,62.0
14235,62.5
14236,62.9
14237,62.9
14238,63.0
14239,63.1
14240,63.1
14241,63.2
14242,63.2
14243,63.2
14244,63.1
14245,63.2
14246,63.2
14247,63.2
14248,63.2
14249,63.2
14250,63.1
14251,63.2
14252,60.4
14253,54.8
14254,54.7
14255,63.0
14256,62.0
14257,63.0
14258,62.8
14259,62.1
14260,62.8
14261,62.7
14262,62.9
14263,63.2
14264,63.2
14265,63.2
14266,63.2
14267,62.7
14268,62.7
14269,63.0
14270,63.2
14271,63.2
14272,63.2
14273,63.1
14274,63.1
14275,63.0
14276,63.0
14277,63.0
14278,62.9
14279,63.0
14280,62.0
14281,62.9
14282,62.9
14283,62.9
14284,62.8
14285,62.9
14286,63.0
14287,63.1
14288,63.2
14289,63.2
14290,63.3
14291,63.3
14292,63.3
14293,63.3
14294,63.3
14295,63.3
14296,63.3
14297,62.2
14298,63.2
14299,62.5
14300,63.0
14301,63.0
14302,63.0
14303,63.5
14304,61.7
14305,63.4
14306,63.4
14307,63.2
14308,63.2
14309,63.2
14310,63.4
14311,63.4
14312,63.3
14313,63.1
14314,63.0
14315,63.4
14316,63.4
14317,63.4
14318,63.4
14319,63.4
14320,63.4
14321,63.4
14322,63.2
14323,62.5
14324,62.1
14325,62.0
14326,62.0
14327,62.5
14328,60.6
14329,61.4
14330,62.4
14331,62.3
14332,62.2
14333,62.2
14334,62.5
14335,62.6
14336,62.7
14337,62.7
14338,62.6
14339,62.6
14340,62.5
14341,62.5
14342,62.4
14343,62.5
14344,62.4
14345,62.4
14346,62.5
14347,61.6
14348,62.2
14349,62.2
14350,61.4
14351,62.1
14352,60.1
14353,61.0
14354,61.8
14355,61.6
14356,61.6
14357,61.6
14358,62.0
14359,62.1
14360,62.1
14361,62.0
14362,62.0
14363,60.6
14364,62.1
14365,62.2
14366,62.2
14367,62.1
14368,62.2
14369,62.2
14370,57.9
14371,62.1
14372,62.1
14373,62.1
14374,62.0
14375,63.3
14376,61.5
14377,63.2
14378,63.1
14379,63.1
14380,63.0
14381,63.2
14382,63.4
14383,63.6
14384,61.4
14385,55.0
14386,62.0
14387,63.5
14388,62.7
14389,63.5
14390,63.5
14391,63.5
14392,62.7
14393,63.4
14394,62.6
14395,63.3
14396,63.3
14397,63.3
14398,63.3
14399,63.7
14400,61.8
14401,62.9
14402,63.3
14403,62.6
14404,63.1
14405,63.2
14406,63.5
14407,63.6
14408,63.5
14409,63.5
14410,63.5
14411,63.5
14412,63.5
14413,63.5
14414,63.5
14415,63.4
14416,63.4
14417,63.4
14418,63.4
14419,63.3
14420,60.5
14421,59.1
14422,63.3
14423,63.6
14424,61.7
14425,63.5
14426,63.4
14427,63.4
14428,63.4
14429,63.4
14430,63.7
14431,63.8
14432,63.8
14433,63.7
14434,58.6
14435,61.4
14436,63.6
14437,63.7
14438,63.7
14439,63.8
14440,63.7
14441,63.7
14442,63.6
14443,63.6
14444,63.5
14445,63.5
14446,63.5
14447,63.8
14448,62.1
14449,63.8
14450,63.8
14451,63.7
14452,63.6
14453,63.7
14454,63.3
14455,64.0
14456,63.8
14457,63.7
14458,63.0
14459,63.7
14460,62.9
14461,63.6
14462,63.6
14463,63.6
14464,63.6
14465,63.5
14466,63.4
14467,63.5
14468,63.4
14469,63.4
14470,63.3
14471,63.7
14472,61.8
14473,63.6
14474,63.6
14475,63.1
14476,63.4
14477,63.5
14478,63.8
14479,63.9
14480,63.9
14481,63.9
14482,63.9
14483,63.2
14484,63.9
14485,63.9
14486,61.8
14487,60.3
14488,63.9
14489,63.8
14490,63.1
14491,63.8
14492,63.7
14493,63.2
14494,62.3
14495,63.7
14496,61.7
14497,63.6
14498,63.6
14499,63.5
14500,63.4
14501,63.4
14502,63.8
14503,63.9
14504,63.8
14505,63.8
14506,63.8
14507,63.8
14508,63.8
14509,63.8
14510,63.8
14511,63.8
14512,63.8
14513,63.7
14514,63.7
14515,63.7
14516,63.6
14517,63.7
14518,63.6
14519,63.2
14520,61.3
14521,63.1
14522,63.0
