,target
10368,-0.161
10369,-0.183
10370,4.768
10371,12.22
10372,14.571
10373,14.081
10374,13.267
10375,14.74
10376,15.523
10377,12.943
10378,10.27
10379,8.881
10380,9.316
10381,14.223
10382,13.761
10383,13.934
10384,16.05
10385,13.462
10386,11.429
10387,13.47
10388,17.157
10389,21.386
10390,19.172
10391,18.906
10392,23.63
10393,20.884
10394,14.068
10395,11.075
10396,8.022
10397,6.4670000000000005
10398,6.1370000000000005
10399,4.39
10400,1.973
10401,0.5760000000000001
10402,-0.24
10403,-0.204
10404,-0.248
10405,-0.2
10406,-0.1689999999999999
10407,-0.154
10408,-0.178
10409,-0.172
10410,-0.1669999999999999
10411,-0.177
10412,-0.174
10413,-0.128
10414,-0.2
10415,-0.043
10416,1.192
10417,1.465
10418,0.074
10419,0.6659999999999999
10420,3.387
10421,2.536
10422,3.0580000000000003
10423,4.613
10424,5.407
10425,5.038
10426,7.12
10427,7.612999999999999
10428,6.7639999999999985
10429,5.267
10430,5.075
10431,3.724
10432,3.981
10433,2.258
10434,1.605
10435,0.033
10436,0.523
10437,-0.257
10438,-0.212
10439,-0.1669999999999999
10440,0.736
10441,3.583
10442,2.48
10443,5.362
10444,4.0360000000000005
10445,2.673
10446,4.29
10447,4.521
10448,7.575
10449,2.363
10450,7.737999999999999
10451,8.84
10452,5.996
10453,5.404
10454,4.412
10455,4.734
10456,9.61
10457,14.139
10458,7.586
10459,6.122000000000001
10460,5.622999999999998
10461,3.342
10462,5.52
10463,8.629
10464,12.166
10465,12.077
10466,12.222
10467,11.333
10468,10.428
10469,6.99
10470,1.063
10471,0.7440000000000001
10472,2.613
10473,6.379
10474,4.4
10475,4.085
10476,1.182
10477,0.071
10478,-0.152
10479,-0.0819999999999999
10480,10.028
10481,5.672999999999999
10482,5.846
10483,2.7230000000000003
10484,1.265
10485,1.027
10486,-0.042
10487,-0.184
10488,-0.222
10489,-0.262
10490,-0.188
10491,-0.155
10492,-0.144
10493,-0.134
10494,-0.145
10495,-0.159
10496,-0.1639999999999999
10497,-0.155
10498,-0.072
10499,-0.12
10500,-0.026
10501,-0.14
10502,0.122
10503,0.386
10504,0.225
10505,-0.042
10506,-0.13
10507,-0.165
10508,0.0069999999999999
10509,1.0590000000000002
10510,1.877
10511,2.016
10512,5.189
10513,6.539
10514,5.666
10515,4.7780000000000005
10516,3.611
10517,4.212
10518,7.825
10519,10.698
10520,11.479
10521,13.927
10522,15.779000000000002
10523,15.523
10524,17.642
10525,19.383
10526,24.983
10527,26.72
10528,25.28
10529,25.865
10530,30.542
10531,32.372
10532,30.626
10533,34.278
10534,34.175
10535,37.562
10536,39.923
10537,31.088
10538,32.034
10539,34.779
10540,36.747
10541,43.897
10542,43.618
10543,45.933
10544,46.56399999999999
10545,45.681
10546,44.14
10547,46.787
10548,45.253
10549,47.121
10550,42.022
10551,29.979
10552,46.544
10553,45.632
10554,39.537
10555,46.179
10556,47.023
10557,47.19600000000001
10558,46.613
10559,47.076
10560,47.188
10561,47.19
10562,47.029
10563,47.322
10564,46.852
10565,47.29
10566,46.827
10567,46.987
10568,47.25
10569,47.154
10570,47.256
10571,45.313
10572,46.957
10573,45.54600000000001
10574,45.486
10575,45.216
10576,47.052
10577,44.965
10578,47.24
10579,47.06399999999999
10580,47.18600000000001
10581,47.172
10582,46.867
10583,47.053
10584,47.057
10585,47.157
10586,47.219
10587,46.423
10588,45.882
10589,46.44
10590,46.203
10591,47.105
10592,45.01
10593,44.474
10594,42.611
10595,46.53100000000001
10596,43.291
10597,43.334
10598,45.369
10599,46.853
10600,46.519
10601,44.286
10602,40.882
10603,33.85
10604,40.103
10605,45.894
10606,46.98
10607,46.234
10608,46.667
10609,46.882
10610,47.199
10611,46.732
10612,46.999
10613,45.305
10614,45.216
10615,45.142
10616,47.076
10617,47.12600000000001
10618,45.397
10619,45.51600000000001
10620,45.526
10621,47.316
10622,46.981
10623,46.822
10624,47.047
10625,47.07
10626,47.13399999999999
10627,45.452
10628,45.496
10629,44.90600000000001
10630,47.208
10631,47.089
10632,47.219
10633,47.029
10634,46.438
10635,46.208
10636,44.892
10637,44.774
10638,46.76600000000001
10639,46.732
10640,46.274
10641,45.472
10642,47.14100000000001
10643,47.201
10644,45.101000000000006
10645,45.466
10646,47.31
10647,47.326
10648,47.15600000000001
10649,46.773
10650,46.965
10651,45.625
10652,45.215
10653,45.292
10654,43.81
10655,44.543
10656,47.048
10657,47.36
10658,46.558
10659,42.51600000000001
10660,31.573
10661,4.687
10662,21.023000000000003
10663,42.055
10664,40.475
10665,37.574
10666,39.114
10667,40.999
10668,43.37600000000001
10669,45.107
10670,38.677
10671,27.412
10672,32.684
10673,47.034
10674,39.791
10675,31.483
10676,22.936
10677,16.592
10678,19.771
10679,24.375
10680,30.691
10681,25.715
10682,20.792
10683,23.872
10684,18.883
10685,23.48
10686,35.992
10687,42.363
10688,46.542
10689,47.083
10690,47.03100000000001
10691,45.222
10692,45.279
10693,45.222
10694,45.393
10695,45.41
10696,45.38
10697,45.493
10698,45.162
10699,45.339
10700,41.444
10701,33.152
10702,45.778
10703,45.551
10704,46.94300000000001
10705,47.223
10706,45.395
10707,45.272
10708,45.538
10709,45.503
10710,45.351000000000006
10711,46.834
10712,47.273
10713,46.653
10714,47.23
10715,47.076
10716,47.149
10717,46.701
10718,46.915
10719,45.084
10720,45.333
10721,46.915
10722,46.987
10723,47.067
10724,47.184
10725,46.985
10726,47.037
10727,47.187
10728,47.01
10729,47.132
10730,47.073
10731,47.276
10732,46.791
10733,44.757
10734,42.592
10735,41.646
10736,45.502
10737,46.657
10738,46.941
10739,47.059
10740,47.082
10741,45.1
10742,45.313
10743,45.335
10744,45.168
10745,45.264
10746,45.316
10747,44.908
10748,45.252
10749,45.172
10750,45.06100000000001
10751,44.889
10752,45.07
10753,45.253
10754,45.215
10755,45.295
10756,45.237
10757,44.679
10758,44.923
10759,45.041
10760,44.694
10761,41.999
10762,42.06
10763,42.135
10764,40.396
10765,30.292
10766,26.313
10767,36.843
10768,41.947
10769,42.058
10770,42.808
10771,43.066
10772,43.333
10773,42.712
10774,39.309
10775,35.566
10776,35.934
10777,40.206
10778,42.18600000000001
10779,42.275
10780,43.154
10781,43.625
10782,42.404
10783,44.221
10784,43.096
10785,43.823
10786,44.587
10787,44.849
10788,44.038
10789,44.213
10790,44.535
10791,44.773
10792,43.054
10793,24.232
10794,41.067
10795,37.227
10796,43.08
10797,41.28100000000001
10798,41.844
10799,35.758
10800,38.506
10801,39.945
10802,41.907
10803,39.369
10804,39.405
10805,37.595
10806,39.314
10807,41.062
10808,41.305
10809,41.197
10810,41.698
10811,36.451
10812,41.53
10813,41.977
10814,41.364
10815,41.969
10816,43.453
10817,42.822
10818,43.51300000000001
10819,44.289
10820,43.537
10821,44.072
10822,43.489
10823,42.486
10824,44.474
10825,42.572
10826,43.496
10827,39.815
10828,41.222
10829,44.36600000000001
10830,44.484
10831,43.485
10832,44.395
10833,44.672
10834,44.431
10835,43.267
10836,44.968
10837,45.059
10838,44.827
10839,45.225
10840,44.18899999999999
10841,44.478
10842,45.07899999999999
10843,44.973
10844,44.365
10845,44.617
10846,44.63399999999999
10847,43.856
10848,44.182
10849,44.437
10850,43.908
10851,43.922
10852,43.521
10853,43.981
10854,44.326
10855,44.35
10856,43.212
10857,42.017
10858,43.076
10859,42.245
10860,44.155
10861,42.081
10862,43.273
10863,44.826
10864,45.062
10865,44.493
10866,44.95399999999999
10867,44.867
10868,45.023
10869,44.881
10870,45.21100000000001
10871,45.261
10872,44.113
10873,44.49100000000001
10874,44.941
10875,44.405
10876,40.105
10877,40.796
10878,38.532
10879,40.363
10880,38.294
10881,43.00899999999999
10882,42.832
10883,43.911
10884,44.74
10885,44.67100000000001
10886,44.62
10887,44.219
10888,43.084
10889,37.417
10890,39.028
10891,35.54
10892,36.423
10893,30.325
10894,29.543000000000006
10895,22.073
10896,31.822
10897,25.96
10898,34.355
10899,33.156
10900,30.302
10901,21.688
10902,30.165
10903,39.328
10904,39.597
10905,37.759
10906,37.368
10907,37.288
10908,22.905
10909,31.94400000000001
10910,36.297
10911,24.888
10912,27.55
10913,29.97
10914,27.27
10915,26.133000000000006
10916,24.786
10917,26.768
10918,30.713
10919,27.548
10920,26.602
10921,28.118
10922,29.662
10923,28.392
10924,24.105
10925,23.212
10926,22.67
10927,22.126
10928,19.637
10929,19.782
10930,25.688
10931,38.816
10932,39.0
10933,42.602
10934,45.066
10935,45.3
10936,44.74
10937,45.22
10938,44.615
10939,45.15600000000001
10940,42.989
10941,40.165
10942,42.18899999999999
10943,42.871
10944,43.396
10945,43.218
10946,43.548
10947,44.18600000000001
10948,44.918
10949,44.869
10950,45.165
10951,45.042
10952,44.234
10953,42.841
10954,43.834
10955,40.592
10956,42.831
10957,41.234
10958,41.633
10959,43.364
10960,44.801
10961,43.774
10962,43.097
10963,43.32100000000001
10964,43.617
10965,45.152
10966,44.978
10967,45.069
10968,45.348
10969,42.871
10970,44.964
10971,43.413
10972,44.069
10973,44.3
10974,42.787
10975,41.807
10976,40.49
10977,43.475
10978,43.803
10979,44.359
10980,44.672
10981,45.069
10982,44.957
10983,43.904
10984,43.902
10985,44.412
10986,44.864
10987,44.852
10988,44.517
10989,45.093
10990,45.008
10991,45.208
10992,45.172
10993,44.615
10994,44.913
10995,44.472
10996,44.852
10997,44.775
10998,44.168
10999,45.069
11000,44.838
11001,44.799
11002,45.176
11003,45.107
11004,44.765
11005,44.68600000000001
11006,43.37300000000001
11007,43.892
11008,45.287
11009,43.305
11010,43.346
11011,43.432
11012,43.18899999999999
11013,43.459
11014,43.239
11015,41.489
11016,41.486
11017,41.397
11018,43.428
11019,43.43600000000001
11020,43.477
11021,43.529
11022,43.261
11023,43.345
11024,43.199
11025,41.352
11026,43.464
11027,41.324
11028,41.427
11029,40.926
11030,42.95399999999999
11031,43.197
11032,42.99800000000001
11033,34.192
11034,17.252
11035,16.055999999999994
11036,10.731
11037,41.316
11038,41.04
11039,38.148
11040,36.133
11041,36.949
11042,37.563
11043,34.626
11044,35.996
11045,37.782
11046,35.626
11047,24.041
11048,15.235
11049,12.463
11050,9.988
11051,9.841
11052,9.534
11053,10.433
11054,6.626
11055,3.715
11056,2.144
11057,2.9730000000000003
11058,2.873
11059,3.554
11060,4.0710000000000015
11061,4.836
11062,11.832
11063,18.973
11064,20.649
11065,23.751
11066,25.68
11067,36.099
11068,42.773
11069,41.804
11070,39.627
11071,42.331
11072,35.21
11073,38.597
11074,36.62300000000001
11075,32.175
11076,27.895
11077,20.282
11078,22.36
11079,13.838
11080,15.933
11081,11.829
11082,10.735
11083,8.749
11084,8.065
11085,2.039
11086,2.252
11087,5.488
11088,0.825
11089,1.998
11090,1.389
11091,3.849
11092,20.589
11093,27.033
11094,29.215
11095,25.935
11096,36.461
11097,37.588
11098,37.643
11099,35.826
11100,34.207
11101,35.423
11102,36.786
11103,36.965
11104,38.061
11105,37.991
11106,38.994
11107,39.981
11108,40.832
11109,37.875
11110,38.666
11111,35.169000000000004
11112,32.429
11113,32.626999999999995
11114,28.869
11115,25.558000000000003
11116,20.1
11117,20.005
11118,16.355999999999998
11119,14.2
11120,9.165
11121,4.84
11122,6.803
11123,4.776
11124,2.935
11125,1.951
11126,1.851
11127,3.2510000000000003
11128,2.049
11129,1.663
11130,2.8
11131,10.638
11132,13.249
11133,13.255999999999998
11134,14.505999999999998
11135,18.845
11136,22.178
11137,25.791
11138,14.33
11139,9.806
11140,7.687
11141,7.66
11142,8.057
11143,11.555
11144,14.896
11145,28.791
11146,21.21
11147,21.057
11148,21.753
11149,22.122
11150,24.787
11151,21.94400000000001
11152,17.833
11153,19.818
11154,20.445
11155,14.504
11156,14.484000000000002
11157,15.067
11158,18.146
11159,14.546
11160,12.052
11161,10.873
11162,11.732
11163,12.494000000000002
11164,9.959
11165,8.121
11166,4.121
11167,2.259
11168,3.134
11169,4.016
11170,3.813
11171,4.3610000000000015
11172,4.079
11173,6.585
11174,8.945
11175,12.171
11176,10.661
11177,12.935
11178,12.307
11179,12.103
11180,17.979
11181,18.541
11182,22.74
11183,12.654000000000002
11184,7.28
11185,1.988
11186,6.421
11187,8.943999999999997
11188,2.323
11189,11.167
11190,9.918
11191,3.003
11192,8.387
11193,6.976
11194,4.763
11195,2.343
11196,0.708
11197,0.086
11198,5.563
11199,16.616
11200,34.85
11201,39.911
11202,40.77
11203,39.787
11204,37.458
11205,38.854
11206,35.19
11207,24.824
11208,25.947
11209,21.139
11210,25.609
11211,27.871
11212,28.683000000000003
11213,27.684
11214,28.783
11215,31.857
11216,29.258000000000006
11217,28.894
11218,28.808000000000003
11219,27.62
11220,18.692
11221,18.975
11222,15.113
11223,14.194
11224,19.315
11225,21.94
11226,25.375
11227,20.679
11228,15.083
11229,17.459
11230,17.822
11231,13.114
11232,9.063
11233,4.391
11234,3.218
11235,1.0659999999999998
11236,0.362
11237,0.122
11238,-0.017
11239,-0.191
11240,-0.201
11241,-0.203
11242,-0.213
11243,-0.1639999999999999
11244,-0.194
11245,-0.204
11246,-0.263
11247,0.32
11248,0.601
11249,1.116
11250,1.118
11251,1.288
11252,0.165
11253,0.7390000000000001
11254,-0.202
11255,-0.155
11256,-0.156
11257,-0.139
11258,-0.129
11259,-0.157
11260,-0.172
11261,-0.141
11262,-0.147
11263,-0.166
11264,-0.151
11265,-0.154
11266,-0.1639999999999999
11267,-0.145
11268,-0.172
11269,-0.141
11270,-0.147
11271,-0.153
11272,-0.143
11273,-0.141
11274,-0.184
11275,-0.1689999999999999
11276,-0.026
11277,0.144
11278,0.5379999999999999
11279,1.1740000000000002
11280,1.134
11281,1.415
11282,2.085
11283,3.984
11284,3.247
11285,3.982
11286,6.7
11287,5.65
11288,5.684
11289,6.586
11290,4.933
11291,5.4460000000000015
11292,6.792999999999998
11293,12.634
11294,11.963
11295,10.54
11296,8.645
11297,7.117000000000001
11298,6.564
11299,2.398
11300,4.513
11301,5.195
11302,7.315
11303,9.172
11304,9.077
11305,11.55
11306,14.875
11307,14.583
11308,17.096
11309,17.454
11310,18.195
11311,20.507
11312,25.084
11313,33.312
11314,33.587
11315,28.982
11316,28.679
11317,22.361
11318,25.968000000000004
11319,21.262
11320,25.812
11321,27.509
11322,28.148000000000003
11323,29.055
11324,33.338
11325,24.834
11326,23.151
11327,24.837
11328,22.87
11329,20.115
11330,31.938
11331,32.736999999999995
11332,35.774
11333,38.171
11334,38.387
11335,39.597
11336,34.808
11337,34.122
11338,35.91300000000001
11339,35.363
11340,37.286
11341,33.931
11342,31.417
11343,28.398000000000003
11344,24.816
11345,24.725
11346,24.149
11347,24.971
11348,26.514
11349,26.549
11350,22.968000000000004
11351,23.568
11352,25.862
11353,27.697
11354,26.112
11355,24.058000000000003
11356,26.738000000000003
11357,30.705
11358,33.878
11359,34.393
11360,31.947
11361,21.74
11362,18.643
11363,21.381
11364,23.115
11365,24.956
11366,23.93
11367,18.603
11368,19.367
11369,18.386
11370,18.849
11371,11.873
11372,10.554
11373,11.373
11374,12.928
11375,13.175999999999998
11376,15.77
11377,15.244000000000002
11378,15.241
11379,13.314
11380,12.526
11381,9.534
11382,11.743
11383,12.469
11384,12.018
11385,13.923
11386,17.083
11387,17.276
11388,19.192
11389,19.146
11390,16.529
11391,20.332
11392,23.676
11393,24.161
11394,27.27
11395,26.357
11396,28.586
11397,32.537
11398,35.802
11399,37.216
11400,38.161
11401,38.046
11402,33.919000000000004
11403,39.953
11404,42.68899999999999
11405,46.136
11406,46.273
11407,46.417
11408,46.198
11409,45.425
11410,46.1
11411,46.717
11412,47.414
11413,46.903
11414,46.559
11415,45.06399999999999
11416,43.423
11417,45.617
11418,46.034
11419,46.039
11420,46.235
11421,46.283
11422,46.805
11423,47.13
11424,46.293
11425,44.793
11426,45.065
11427,47.26300000000001
11428,45.658
11429,42.846
11430,43.448
11431,45.355
11432,44.344
11433,41.96
11434,44.756
11435,45.84
11436,45.255
11437,40.69300000000001
11438,38.695
11439,40.327
11440,35.883
11441,34.297
11442,28.033
11443,25.961
11444,26.08
11445,24.331
11446,29.284
11447,30.778
11448,21.72
11449,21.397
11450,26.042
11451,22.649
11452,19.126
11453,17.672
11454,18.341
11455,17.579
11456,19.237
11457,17.419
11458,24.68
11459,31.692
11460,23.985
11461,17.259
11462,13.24
11463,7.572999999999999
11464,6.066
11465,1.966
11466,3.009
11467,6.916
11468,7.979
11469,7.786
11470,7.06
11471,5.948
11472,7.432
11473,7.93
11474,7.9529999999999985
11475,7.275
11476,8.1
11477,8.568
11478,7.885
11479,8.089
11480,7.943
11481,6.921
11482,6.224
11483,6.643
11484,7.682
11485,8.586
11486,12.535
11487,14.588
11488,17.983
11489,18.092
11490,18.054
11491,19.406
11492,21.264
11493,18.261
11494,15.447
11495,11.735
11496,12.223
11497,10.186
11498,9.459
11499,12.486
11500,14.194
11501,12.066
11502,14.947
11503,13.667
11504,11.723
11505,12.88
11506,14.02
11507,16.008
11508,20.799
11509,37.65
11510,31.807
11511,29.385
11512,19.254
11513,24.619
11514,13.204
11515,4.626
11516,4.728
11517,14.487
11518,17.711
11519,13.589
11520,14.114
11521,8.237
11522,5.45
11523,18.118
11524,21.374
11525,28.735
11526,31.892
11527,25.817
11528,22.231
11529,23.466
11530,24.027
11531,22.305
11532,25.622
11533,25.86
11534,24.734
11535,28.27
11536,33.321
11537,29.045
11538,31.524
11539,35.412
11540,34.795
11541,36.311
11542,31.257
11543,29.59800000000001
11544,36.694
11545,34.423
11546,36.428
11547,21.963
11548,10.54
11549,4.777
11550,0.7829999999999999
11551,-0.457
11552,-0.363
11553,-0.401
11554,-0.3
11555,-0.255
11556,-0.192
11557,-0.025
11558,-0.29
11559,-0.19
11560,-0.01
11561,0.414
11562,0.261
11563,0.021
11564,0.6779999999999999
11565,1.37
11566,1.043
11567,1.714
11568,3.1460000000000004
11569,3.855
11570,5.189
11571,5.187
11572,5.734
11573,5.033
11574,2.015
11575,2.157
11576,2.233
11577,2.719
11578,4.481
11579,6.481
11580,6.382999999999999
11581,6.0
11582,7.125
11583,6.662000000000001
11584,6.629
11585,7.343
11586,7.616
11587,8.467
11588,11.565
11589,11.018
11590,11.904000000000002
11591,11.105
11592,16.094
11593,14.132
11594,10.172
11595,4.805
11596,3.298
11597,1.827
11598,4.7189999999999985
11599,8.982000000000003
11600,12.143
11601,11.317
11602,15.701
11603,6.796
11604,3.185
11605,2.639
11606,1.826
11607,0.8370000000000001
11608,0.434
11609,0.6579999999999999
11610,-0.295
11611,-0.304
11612,-0.243
11613,-0.24
11614,0.043
11615,2.144
11616,1.733
11617,2.142
11618,1.207
11619,1.858
11620,2.688
11621,2.024
11622,1.354
11623,1.524
11624,4.871
11625,5.27
11626,6.26
11627,8.831
11628,8.817
11629,10.947
11630,11.374
11631,9.674
11632,11.044
11633,10.890999999999998
11634,9.582
11635,12.475
11636,13.165
11637,13.409
11638,11.031
11639,10.692
11640,9.626
11641,10.588
11642,7.919
11643,7.606
11644,4.103
11645,3.5980000000000003
11646,5.353
11647,5.845
11648,5.546
11649,7.428
11650,7.966
11651,9.171
11652,7.756
11653,3.713
11654,1.837
11655,1.229
11656,2.174
11657,3.267
11658,2.119
11659,1.797
11660,3.085
11661,2.661
11662,2.539
11663,2.807
11664,3.395
11665,7.125
11666,7.747999999999998
11667,4.5680000000000005
11668,-0.204
11669,-0.064
11670,-0.058
11671,0.0
11672,0.0
11673,0.0
11674,0.0
11675,0.0
11676,0.0
11677,0.0
11678,0.0
11679,0.0
11680,0.0
11681,0.0
11682,0.0
11683,0.0
11684,0.0
11685,0.0
11686,-0.076
11687,4.553
11688,18.584
11689,16.125999999999998
11690,15.55
11691,25.593000000000004
11692,40.482
11693,39.453
11694,38.051
11695,35.981
11696,41.848
11697,39.595
11698,37.679
11699,37.467
11700,34.919000000000004
11701,39.386
11702,40.511
11703,41.923
11704,40.588
11705,42.955
11706,43.612
11707,39.344
11708,38.468
11709,34.787
11710,28.191
11711,32.516
11712,33.724000000000004
11713,40.581
11714,37.657
11715,35.79
11716,30.252
11717,27.816
11718,22.423
11719,20.51
11720,22.494
11721,21.639
11722,15.085
11723,12.748
11724,11.949000000000002
11725,7.605
11726,9.312
11727,8.219
11728,5.7860000000000005
11729,5.684
11730,5.316
11731,4.917
11732,4.279
11733,3.325
11734,6.351
11735,10.226
11736,10.392
11737,15.602
11738,17.737000000000005
11739,20.918000000000006
11740,17.655
11741,14.934
11742,14.309
11743,12.906
11744,9.102
11745,9.847
11746,9.093
11747,8.869
11748,9.684
11749,8.807
11750,7.456
11751,8.525
11752,9.225
11753,15.77
11754,15.178
11755,12.422
11756,11.817
11757,9.181
11758,8.266
11759,7.983
11760,6.144
11761,5.244
11762,6.95
11763,8.3
11764,6.88
11765,6.729
11766,8.467
11767,16.18
11768,25.064
11769,26.669
11770,35.488
11771,37.659
11772,41.929
11773,45.319
11774,42.922
11775,46.298
11776,46.622
11777,47.228
11778,45.344
11779,45.493
11780,44.558
11781,45.31399999999999
11782,47.341
11783,45.353
11784,45.267
11785,45.532
11786,45.847
11787,44.794
11788,45.286
11789,45.33600000000001
11790,43.926
11791,42.883
11792,41.411
11793,43.356
11794,37.52
11795,35.412
11796,32.833
11797,35.881
11798,37.354
11799,36.038
11800,35.593
11801,38.12300000000001
11802,36.667
11803,32.233000000000004
11804,28.261
11805,24.895
11806,17.238
11807,14.288
11808,14.484000000000002
11809,15.467
11810,17.730999999999995
11811,16.524
11812,12.195
11813,15.235
11814,18.499
11815,18.247
11816,18.882
11817,17.51
11818,15.064
11819,14.83
11820,14.235
11821,13.559
11822,12.671
11823,6.222
11824,7.54
11825,6.209
11826,5.535
11827,6.607
11828,5.697
11829,5.008
11830,3.424
11831,2.752
11832,3.262
11833,2.928
11834,1.582
11835,2.24
11836,4.4430000000000005
11837,3.117
11838,4.438
11839,5.275
11840,5.643
11841,3.503
11842,3.281
11843,3.783
11844,3.682
11845,5.922999999999999
11846,7.3889999999999985
11847,7.0870000000000015
11848,5.885
11849,4.336
11850,4.496
11851,2.544
11852,3.589
11853,3.709
11854,3.5780000000000003
11855,3.381
11856,5.675
11857,4.2810000000000015
11858,7.894
11859,7.532999999999999
11860,3.912
11861,4.325
11862,4.248
11863,2.77
11864,3.967
11865,3.652
11866,4.432
11867,5.738
11868,8.894
